Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,PCT_SE_A04001_002,PCT_SE_A04001_003,PCT_SE_A04001_004,PCT_SE_A04001_005,PCT_SE_A04001_006,PCT_SE_A04001_007,PCT_SE_A04001_008,PCT_SE_A04001_009,PCT_SE_A04001_010,PCT_SE_A04001_011,PCT_SE_A04001_012,PCT_SE_A04001_013,PCT_SE_A04001_014,PCT_SE_A04001_015,PCT_SE_A04001_016,PCT_SE_A04001_017
"06075015401","Census Tract 154.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015401","Census Tract 154.01",,,,3035,2770,1568,24,0,1008,0,29,141,265,66,0,0,0,0,88,111,91.27,51.66,0.79,0,33.21,0,0.96,4.65,8.73,2.17,0,0,0,0,2.9,3.66
"06075015402","Census Tract 154.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015402","Census Tract 154.02",,,,2747,2259,1669,0,0,450,0,0,140,488,149,0,0,22,0,125,192,82.24,60.76,0,0,16.38,0,0,5.1,17.76,5.42,0,0,0.8,0,4.55,6.99
"06075015500","Census Tract 155, San Francisco County, California","ca","140","00",,,,"06","075",,,"015500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015500","Census Tract 155",,,,3936,3236,1570,156,7,1296,0,51,156,700,218,0,0,0,0,256,226,82.22,39.89,3.96,0.18,32.93,0,1.3,3.96,17.78,5.54,0,0,0,0,6.5,5.74
"06075015600","Census Tract 156, San Francisco County, California","ca","140","00",,,,"06","075",,,"015600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015600","Census Tract 156",,,,2927,2694,1115,142,36,1135,0,0,266,233,80,0,0,0,0,68,85,92.04,38.09,4.85,1.23,38.78,0,0,9.09,7.96,2.73,0,0,0,0,2.32,2.9
"06075015701","Census Tract 157.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015701","Census Tract 157.01",,,,4958,4262,2163,93,0,1601,0,0,405,696,152,26,8,98,0,264,148,85.96,43.63,1.88,0,32.29,0,0,8.17,14.04,3.07,0.52,0.16,1.98,0,5.32,2.99
"06075015702","Census Tract 157.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015702","Census Tract 157.02",,,,3109,2750,1683,17,0,405,0,461,184,359,95,12,0,0,0,136,116,88.45,54.13,0.55,0,13.03,0,14.83,5.92,11.55,3.06,0.39,0,0,0,4.37,3.73
"06075015801","Census Tract 158.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"015801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015801","Census Tract 158.01",,,,3220,3008,1333,782,0,709,0,0,184,212,37,0,0,0,0,98,77,93.42,41.4,24.29,0,22.02,0,0,5.71,6.58,1.15,0,0,0,0,3.04,2.39
"06075015802","Census Tract 158.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"015802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015802","Census Tract 158.02",,,,3163,2839,1562,248,0,545,0,51,433,324,71,0,0,0,0,170,83,89.76,49.38,7.84,0,17.23,0,1.61,13.69,10.24,2.24,0,0,0,0,5.37,2.62
"06075015900","Census Tract 159, San Francisco County, California","ca","140","00",,,,"06","075",,,"015900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075015900","Census Tract 159",,,,4876,4076,1650,557,0,1423,0,107,339,800,99,0,125,0,0,512,64,83.59,33.84,11.42,0,29.18,0,2.19,6.95,16.41,2.03,0,2.56,0,0,10.5,1.31
"06075016000","Census Tract 160, San Francisco County, California","ca","140","00",,,,"06","075",,,"016000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016000","Census Tract 160",,,,2725,2319,934,119,6,915,0,6,339,406,46,0,0,0,0,271,89,85.1,34.28,4.37,0.22,33.58,0,0.22,12.44,14.9,1.69,0,0,0,0,9.94,3.27
"06075016101","Census Tract 161.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"016101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016101","Census Tract 161.01",,,,2444,2421,1017,272,0,741,0,0,391,23,12,0,0,0,0,0,11,99.06,41.61,11.13,0,30.32,0,0,16,0.94,0.49,0,0,0,0,0,0.45
"06075016102","Census Tract 161.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"016102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016102","Census Tract 161.02",,,,2798,2305,348,980,0,592,185,0,200,493,11,154,0,25,0,266,37,82.38,12.44,35.03,0,21.16,6.61,0,7.15,17.62,0.39,5.5,0,0.89,0,9.51,1.32
"06075016200","Census Tract 162, San Francisco County, California","ca","140","00",,,,"06","075",,,"016200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016200","Census Tract 162",,,,3198,2811,1424,123,11,873,2,258,120,387,79,0,0,0,0,166,142,87.9,44.53,3.85,0.34,27.3,0.06,8.07,3.75,12.1,2.47,0,0,0,0,5.19,4.44
"06075016300","Census Tract 163, San Francisco County, California","ca","140","00",,,,"06","075",,,"016300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016300","Census Tract 163",,,,3794,3417,2172,491,0,380,19,222,133,377,108,88,0,0,0,83,98,90.06,57.25,12.94,0,10.02,0.5,5.85,3.51,9.94,2.85,2.32,0,0,0,2.19,2.58
"06075016400","Census Tract 164, San Francisco County, California","ca","140","00",,,,"06","075",,,"016400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016400","Census Tract 164",,,,3481,3161,2209,201,0,598,0,12,141,320,37,0,0,31,0,108,144,90.81,63.46,5.77,0,17.18,0,0.34,4.05,9.19,1.06,0,0,0.89,0,3.1,4.14
"06075016500","Census Tract 165, San Francisco County, California","ca","140","00",,,,"06","075",,,"016500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016500","Census Tract 165",,,,5393,4666,3650,313,0,449,0,44,210,727,87,0,167,0,0,89,384,86.52,67.68,5.8,0,8.33,0,0.82,3.89,13.48,1.61,0,3.1,0,0,1.65,7.12
"06075016601","Census Tract 166.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"016601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016601","Census Tract 166.01",,,,3027,2865,2136,103,0,345,0,15,266,162,29,0,0,0,0,90,43,94.65,70.56,3.4,0,11.4,0,0.5,8.79,5.35,0.96,0,0,0,0,2.97,1.42
"06075016602","Census Tract 166.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"016602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016602","Census Tract 166.02",,,,1986,1850,1339,165,0,160,0,0,186,136,87,10,17,0,0,12,10,93.15,67.42,8.31,0,8.06,0,0,9.37,6.85,4.38,0.5,0.86,0,0,0.6,0.5
"06075016700","Census Tract 167, San Francisco County, California","ca","140","00",,,,"06","075",,,"016700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016700","Census Tract 167",,,,5092,4814,3261,130,0,877,0,56,490,278,38,0,0,0,0,94,146,94.54,64.04,2.55,0,17.22,0,1.1,9.62,5.46,0.75,0,0,0,0,1.85,2.87
"06075016801","Census Tract 168.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"016801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016801","Census Tract 168.01",,,,4013,3150,1735,225,5,811,55,20,299,863,353,11,0,0,0,301,198,78.49,43.23,5.61,0.12,20.21,1.37,0.5,7.45,21.51,8.8,0.27,0,0,0,7.5,4.93
"06075016802","Census Tract 168.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"016802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016802","Census Tract 168.02",,,,3754,3408,1881,295,0,810,86,17,319,346,51,36,0,0,0,85,174,90.78,50.11,7.86,0,21.58,2.29,0.45,8.5,9.22,1.36,0.96,0,0,0,2.26,4.64
"06075016900","Census Tract 169, San Francisco County, California","ca","140","00",,,,"06","075",,,"016900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075016900","Census Tract 169",,,,2890,2660,1946,44,20,395,18,50,187,230,53,0,33,0,0,74,70,92.04,67.34,1.52,0.69,13.67,0.62,1.73,6.47,7.96,1.83,0,1.14,0,0,2.56,2.42
"06075017000","Census Tract 170, San Francisco County, California","ca","140","00",,,,"06","075",,,"017000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017000","Census Tract 170",,,,4016,3678,2808,87,0,511,0,0,272,338,120,22,0,0,0,16,180,91.58,69.92,2.17,0,12.72,0,0,6.77,8.42,2.99,0.55,0,0,0,0.4,4.48
"06075017101","Census Tract 171.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"017101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017101","Census Tract 171.01",,,,4125,3908,2782,32,0,599,0,15,480,217,51,0,16,0,0,0,150,94.74,67.44,0.78,0,14.52,0,0.36,11.64,5.26,1.24,0,0.39,0,0,0,3.64
"06075017102","Census Tract 171.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"017102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017102","Census Tract 171.02",,,,3550,3056,2544,42,6,273,0,19,172,494,171,11,9,53,0,125,125,86.08,71.66,1.18,0.17,7.69,0,0.54,4.85,13.92,4.82,0.31,0.25,1.49,0,3.52,3.52
"06075017602","Census Tract 176.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"017602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017602","Census Tract 176.02",,,,3251,3017,760,680,4,1267,0,81,225,234,13,0,52,0,0,55,114,92.8,23.38,20.92,0.12,38.97,0,2.49,6.92,7.2,0.4,0,1.6,0,0,1.69,3.51
"06075017603","Census Tract 176.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"017603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017603","Census Tract 176.03",,,,4527,3903,1460,423,0,1674,108,0,238,624,174,0,285,0,0,129,36,86.22,32.25,9.34,0,36.98,2.39,0,5.26,13.78,3.84,0,6.3,0,0,2.85,0.8
"06075017604","Census Tract 176.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"017604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017604","Census Tract 176.04",,,,3720,2791,918,523,12,1163,61,27,87,929,70,0,0,0,0,802,57,75.03,24.68,14.06,0.32,31.26,1.64,0.73,2.34,24.97,1.88,0,0,0,0,21.56,1.53
"06075017700","Census Tract 177, San Francisco County, California","ca","140","00",,,,"06","075",,,"017700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017700","Census Tract 177",,,,2360,1680,1005,21,0,559,0,0,95,680,235,0,52,0,0,287,106,71.19,42.58,0.89,0,23.69,0,0,4.03,28.81,9.96,0,2.2,0,0,12.16,4.49
"06075017801","Census Tract 178.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"017801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017801","Census Tract 178.01",,,,3335,2963,533,23,23,2289,0,67,28,372,255,0,0,0,0,32,85,88.85,15.98,0.69,0.69,68.64,0,2.01,0.84,11.15,7.65,0,0,0,0,0.96,2.55
"06075017803","Census Tract 178.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"017803",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017803","Census Tract 178.03",,,,2318,2148,733,226,0,1036,6,24,123,170,51,0,0,0,0,71,48,92.67,31.62,9.75,0,44.69,0.26,1.04,5.31,7.33,2.2,0,0,0,0,3.06,2.07
"06075017804","Census Tract 178.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"017804",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017804","Census Tract 178.04",,,,3911,3328,1153,347,22,1666,0,0,140,583,79,0,0,0,0,307,197,85.09,29.48,8.87,0.56,42.6,0,0,3.58,14.91,2.02,0,0,0,0,7.85,5.04
"06075017903","Census Tract 179.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"017903",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075017903","Census Tract 179.03",,,,2829,1934,838,556,6,203,23,3,305,895,171,14,29,0,0,416,265,68.36,29.62,19.65,0.21,7.18,0.81,0.11,10.78,31.64,6.04,0.49,1.03,0,0,14.7,9.37
"06075018000","Census Tract 180, San Francisco County, California","ca","140","00",,,,"06","075",,,"018000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075018000","Census Tract 180",,,,3636,2499,1122,249,31,911,28,25,133,1137,291,4,0,0,0,272,570,68.73,30.86,6.85,0.85,25.06,0.77,0.69,3.66,31.27,8,0.11,0,0,0,7.48,15.68
"06075020101","Census Tract 201.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"020101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020101","Census Tract 201.01",,,,4221,2819,1397,335,15,782,0,10,280,1402,43,0,54,0,0,673,632,66.79,33.1,7.94,0.36,18.53,0,0.24,6.63,33.21,1.02,0,1.28,0,0,15.94,14.97
"06075020102","Census Tract 201.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"020102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020102","Census Tract 201.02",,,,3627,2327,999,376,42,800,0,24,86,1300,83,0,0,0,0,683,534,64.16,27.54,10.37,1.16,22.06,0,0.66,2.37,35.84,2.29,0,0,0,0,18.83,14.72
"06075020201","Census Tract 202.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"020201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020201","Census Tract 202.01",,,,1847,1257,852,122,16,262,0,0,5,590,42,0,10,0,0,418,120,68.06,46.13,6.61,0.87,14.19,0,0,0.27,31.94,2.27,0,0.54,0,0,22.63,6.5
"06075020202","Census Tract 202.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"020202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020202","Census Tract 202.02",,,,3929,3231,1798,263,0,640,0,78,452,698,122,43,212,0,0,122,199,82.23,45.76,6.69,0,16.29,0,1.99,11.5,17.77,3.11,1.09,5.4,0,0,3.11,5.06
"06075020300","Census Tract 203, San Francisco County, California","ca","140","00",,,,"06","075",,,"020300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020300","Census Tract 203",,,,3372,3015,2082,62,0,545,0,33,293,357,28,0,27,0,0,175,127,89.41,61.74,1.84,0,16.16,0,0.98,8.69,10.59,0.83,0,0.8,0,0,5.19,3.77
"06075020401","Census Tract 204.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"020401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020401","Census Tract 204.01",,,,3409,2975,2118,52,60,449,13,0,283,434,160,0,0,0,0,20,254,87.27,62.13,1.53,1.76,13.17,0.38,0,8.3,12.73,4.69,0,0,0,0,0.59,7.45
"06075020402","Census Tract 204.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"020402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020402","Census Tract 204.02",,,,4083,3462,2525,75,0,668,0,16,178,621,156,0,8,0,0,133,324,84.79,61.84,1.84,0,16.36,0,0.39,4.36,15.21,3.82,0,0.2,0,0,3.26,7.94
"06075020500","Census Tract 205, San Francisco County, California","ca","140","00",,,,"06","075",,,"020500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020500","Census Tract 205",,,,2895,2662,2112,74,10,284,0,0,182,233,117,0,0,14,0,75,27,91.95,72.95,2.56,0.35,9.81,0,0,6.29,8.05,4.04,0,0,0.48,0,2.59,0.93
"06075020601","Census Tract 206.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"020601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020601","Census Tract 206.01",,,,3073,2707,1859,118,0,541,0,0,189,366,42,0,0,0,0,192,132,88.09,60.49,3.84,0,17.6,0,0,6.15,11.91,1.37,0,0,0,0,6.25,4.3
"06075020602","Census Tract 206.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"020602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020602","Census Tract 206.02",,,,2369,2149,1672,115,0,202,40,0,120,220,66,0,0,19,0,92,43,90.71,70.58,4.85,0,8.53,1.69,0,5.07,9.29,2.79,0,0,0.8,0,3.88,1.82
"06075020701","Census Tract 207.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"020701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020701","Census Tract 207.01",,,,3032,2776,1854,129,0,462,0,0,331,256,74,0,0,0,0,53,129,91.56,61.15,4.25,0,15.24,0,0,10.92,8.44,2.44,0,0,0,0,1.75,4.25
"06075020702","Census Tract 207.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"020702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020702","Census Tract 207.02",,,,2046,1585,1162,25,0,354,0,0,44,461,159,12,7,16,12,118,137,77.47,56.79,1.22,0,17.3,0,0,2.15,22.53,7.77,0.59,0.34,0.78,0.59,5.77,6.7
"06075020801","Census Tract 208.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"020801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020801","Census Tract 208.01",,,,3732,1991,1031,177,18,517,0,25,223,1741,61,0,11,0,0,903,766,53.35,27.63,4.74,0.48,13.85,0,0.67,5.98,46.65,1.63,0,0.29,0,0,24.2,20.53
"06075020802","Census Tract 208.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"020802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020802","Census Tract 208.02",,,,2274,1320,644,64,0,507,0,0,105,954,75,0,7,0,0,740,132,58.05,28.32,2.81,0,22.3,0,0,4.62,41.95,3.3,0,0.31,0,0,32.54,5.8
"06075020900","Census Tract 209, San Francisco County, California","ca","140","00",,,,"06","075",,,"020900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075020900","Census Tract 209",,,,3644,2163,1212,61,0,662,0,16,212,1481,112,0,26,0,0,1005,338,59.36,33.26,1.67,0,18.17,0,0.44,5.82,40.64,3.07,0,0.71,0,0,27.58,9.28
"06075021000","Census Tract 210, San Francisco County, California","ca","140","00",,,,"06","075",,,"021000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075021000","Census Tract 210",,,,3739,3116,2300,30,0,571,0,9,206,623,72,0,37,173,0,220,121,83.34,61.51,0.8,0,15.27,0,0.24,5.51,16.66,1.93,0,0.99,4.63,0,5.88,3.24
"06075021100","Census Tract 211, San Francisco County, California","ca","140","00",,,,"06","075",,,"021100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075021100","Census Tract 211",,,,4054,3761,2708,0,0,666,0,11,376,293,107,13,0,19,0,87,67,92.77,66.8,0,0,16.43,0,0.27,9.27,7.23,2.64,0.32,0,0.47,0,2.15,1.65
"06075021200","Census Tract 212, San Francisco County, California","ca","140","00",,,,"06","075",,,"021200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075021200","Census Tract 212",,,,3052,2664,1727,6,0,335,0,1,595,388,93,1,28,6,0,28,232,87.29,56.59,0.2,0,10.98,0,0.03,19.5,12.71,3.05,0.03,0.92,0.2,0,0.92,7.6
"06075021300","Census Tract 213, San Francisco County, California","ca","140","00",,,,"06","075",,,"021300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075021300","Census Tract 213",,,,2948,2679,1976,142,6,255,0,0,300,269,103,0,55,0,0,10,101,90.88,67.03,4.82,0.2,8.65,0,0,10.18,9.12,3.49,0,1.87,0,0,0.34,3.43
"06075021400","Census Tract 214, San Francisco County, California","ca","140","00",,,,"06","075",,,"021400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075021400","Census Tract 214",,,,3522,3226,2439,0,0,565,0,34,188,296,35,21,10,0,0,96,134,91.6,69.25,0,0,16.04,0,0.97,5.34,8.4,0.99,0.6,0.28,0,0,2.73,3.8
"06075021500","Census Tract 215, San Francisco County, California","ca","140","00",,,,"06","075",,,"021500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075021500","Census Tract 215",,,,5341,4498,2606,85,0,1456,0,0,351,843,36,38,0,0,0,113,656,84.22,48.79,1.59,0,27.26,0,0,6.57,15.78,0.67,0.71,0,0,0,2.12,12.28
"06075021600","Census Tract 216, San Francisco County, California","ca","140","00",,,,"06","075",,,"021600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075021600","Census Tract 216",,,,4417,3879,2272,229,0,1004,21,33,320,538,72,0,0,0,0,309,157,87.82,51.44,5.18,0,22.73,0.48,0.75,7.24,12.18,1.63,0,0,0,0,7,3.55
"06075021700","Census Tract 217, San Francisco County, California","ca","140","00",,,,"06","075",,,"021700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075021700","Census Tract 217",,,,4459,4051,2205,496,25,657,0,23,645,408,71,0,0,0,0,234,103,90.85,49.45,11.12,0.56,14.73,0,0.52,14.47,9.15,1.59,0,0,0,0,5.25,2.31
"06075021800","Census Tract 218, San Francisco County, California","ca","140","00",,,,"06","075",,,"021800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075021800","Census Tract 218",,,,3999,3454,2425,32,0,603,0,36,358,545,126,0,46,0,0,165,208,86.37,60.64,0.8,0,15.08,0,0.9,8.95,13.63,3.15,0,1.15,0,0,4.13,5.2
"06075022600","Census Tract 226, San Francisco County, California","ca","140","00",,,,"06","075",,,"022600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022600","Census Tract 226",,,,4210,3707,1809,109,0,1424,0,48,317,503,153,0,0,0,0,213,137,88.05,42.97,2.59,0,33.82,0,1.14,7.53,11.95,3.63,0,0,0,0,5.06,3.25
"06075022702","Census Tract 227.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"022702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022702","Census Tract 227.02",,,,2017,1711,1024,1,1,462,0,59,164,306,120,0,0,0,0,69,117,84.83,50.77,0.05,0.05,22.91,0,2.93,8.13,15.17,5.95,0,0,0,0,3.42,5.8
"06075022704","Census Tract 227.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"022704",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022704","Census Tract 227.04",,,,3982,3452,1977,125,0,885,0,27,438,530,38,0,0,0,0,333,159,86.69,49.65,3.14,0,22.23,0,0.68,11,13.31,0.95,0,0,0,0,8.36,3.99
